TargetScore,miRNA,GeneSymbol,GeneDescription
52,mmu-miR-466i-3p,Hacd2,3-hydroxyacyl-CoA dehydratase 2
52,mmu-miR-466i-3p,Fut8,fucosyltransferase 8
52,mmu-miR-466i-3p,Zfp120,zinc finger protein 120
52,mmu-miR-466i-3p,Tcea1,transcription elongation factor A (SII) 1
52,mmu-miR-466i-3p,Smarcad1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
52,mmu-miR-466i-3p,Col19a1,"collagen, type XIX, alpha 1"
52,mmu-miR-466i-3p,Nfil3,"nuclear factor, interleukin 3, regulated"
52,mmu-miR-466i-3p,Ikbkb,inhibitor of kappaB kinase beta
52,mmu-miR-466i-3p,Ugt8a,UDP galactosyltransferase 8A
52,mmu-miR-466i-3p,Sfxn2,sideroflexin 2
52,mmu-miR-466i-3p,Lfng,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
52,mmu-miR-466i-3p,Ralgps2,Ral GEF with PH domain and SH3 binding motif 2
52,mmu-miR-466i-3p,Hspa13,"heat shock protein 70 family, member 13"
52,mmu-miR-466i-3p,Prrx1,paired related homeobox 1
52,mmu-miR-466i-3p,Slc7a2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
52,mmu-miR-466i-3p,Tead4,TEA domain family member 4
52,mmu-miR-466i-3p,Psd4,pleckstrin and Sec7 domain containing 4
52,mmu-miR-466i-3p,Prex2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
52,mmu-miR-466i-3p,Ptgfr,prostaglandin F receptor
52,mmu-miR-466i-3p,Lrfn5,leucine rich repeat and fibronectin type III domain containing 5
52,mmu-miR-466i-3p,Perp,"PERP, TP53 apoptosis effector"
52,mmu-miR-466i-3p,Prkx,"protein kinase, X-linked"
52,mmu-miR-466i-3p,Gorasp2,golgi reassembly stacking protein 2
51,mmu-miR-466i-3p,Gm21304,"predicted gene, 21304"
51,mmu-miR-466i-3p,Fam169b,"family with sequence similarity 169, member B"
51,mmu-miR-466i-3p,Nipal3,NIPA-like domain containing 3
51,mmu-miR-466i-3p,Gm6763,predicted gene 6763
51,mmu-miR-466i-3p,Taf7l,TATA-box binding protein associated factor 7 like
51,mmu-miR-466i-3p,Exph5,exophilin 5
51,mmu-miR-466i-3p,Mplkip,M-phase specific PLK1 intereacting protein
51,mmu-miR-466i-3p,Cxcl15,chemokine (C-X-C motif) ligand 15
51,mmu-miR-466i-3p,Gm8764,predicted gene 8764
51,mmu-miR-466i-3p,Nrbf2,nuclear receptor binding factor 2
51,mmu-miR-466i-3p,Gtpbp1,GTP binding protein 1
51,mmu-miR-466i-3p,Cytip,cytohesin 1 interacting protein
51,mmu-miR-466i-3p,Adamts5,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)"
51,mmu-miR-466i-3p,Phf12,PHD finger protein 12
51,mmu-miR-466i-3p,Krt222,keratin 222
51,mmu-miR-466i-3p,Cbx1,chromobox 1
51,mmu-miR-466i-3p,Syt14,synaptotagmin XIV
51,mmu-miR-466i-3p,Etf1,eukaryotic translation termination factor 1
51,mmu-miR-466i-3p,Rfx3,"regulatory factor X, 3 (influences HLA class II expression)"
51,mmu-miR-466i-3p,Zbtb39,zinc finger and BTB domain containing 39
51,mmu-miR-466i-3p,Ing5,"inhibitor of growth family, member 5"
51,mmu-miR-466i-3p,Ago4,argonaute RISC catalytic subunit 4
51,mmu-miR-466i-3p,Gm21293,"predicted gene, 21293"
51,mmu-miR-466i-3p,Zer1,"zyg-11 related, cell cycle regulator"
51,mmu-miR-466i-3p,Fign,fidgetin
51,mmu-miR-466i-3p,Lats1,large tumor suppressor
51,mmu-miR-466i-3p,Tmco3,transmembrane and coiled-coil domains 3
51,mmu-miR-466i-3p,Tbl1xr1,transducin (beta)-like 1X-linked receptor 1
51,mmu-miR-466i-3p,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1"
51,mmu-miR-466i-3p,Oas1e,2'-5' oligoadenylate synthetase 1E
51,mmu-miR-466i-3p,Rhot1,ras homolog family member T1
50,mmu-miR-466i-3p,Hectd4,HECT domain E3 ubiquitin protein ligase 4
50,mmu-miR-466i-3p,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1"
50,mmu-miR-466i-3p,Tdrkh,tudor and KH domain containing protein
50,mmu-miR-466i-3p,Hmgb1,high mobility group box 1
50,mmu-miR-466i-3p,Kctd20,potassium channel tetramerisation domain containing 20
50,mmu-miR-466i-3p,Epha6,Eph receptor A6
50,mmu-miR-466i-3p,Stx3,syntaxin 3
50,mmu-miR-466i-3p,Purb,purine rich element binding protein B
50,mmu-miR-466i-3p,Wasf3,"WAS protein family, member 3"
50,mmu-miR-466i-3p,Prrc1,proline-rich coiled-coil 1
50,mmu-miR-466i-3p,Npas2,neuronal PAS domain protein 2
50,mmu-miR-466i-3p,Bbs12,Bardet-Biedl syndrome 12 (human)
50,mmu-miR-466i-3p,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8"
50,mmu-miR-466i-3p,Zc3h12d,zinc finger CCCH type containing 12D
50,mmu-miR-466i-3p,Myo1b,myosin IB
50,mmu-miR-466i-3p,Ankrd17,ankyrin repeat domain 17
50,mmu-miR-466i-3p,Nrk,Nik related kinase
50,mmu-miR-466i-3p,Patj,"PATJ, crumbs cell polarity complex component"
50,mmu-miR-466i-3p,Spdl1,spindle apparatus coiled-coil protein 1
50,mmu-miR-466i-3p,Evi2b,ecotropic viral integration site 2b
50,mmu-miR-466i-3p,Zmym2,"zinc finger, MYM-type 2"
50,mmu-miR-466i-3p,Slfn5,schlafen 5
50,mmu-miR-466i-3p,Glcci1,glucocorticoid induced transcript 1
50,mmu-miR-466i-3p,Bccip,BRCA2 and CDKN1A interacting protein
50,mmu-miR-466i-3p,Evi2,ecotropic viral integration site 2
50,mmu-miR-466i-3p,L1cam,L1 cell adhesion molecule
50,mmu-miR-466i-3p,D430041D05Rik,RIKEN cDNA D430041D05 gene
50,mmu-miR-466i-3p,Mamld1,mastermind-like domain containing 1
50,mmu-miR-466i-3p,Kbtbd2,kelch repeat and BTB (POZ) domain containing 2
50,mmu-miR-466i-3p,Fam53b,"family with sequence similarity 53, member B"
